gyroscope (x),gyroscope (y),gyroscope (z)
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
-0.002163395532399489,0.0016264623727568878,0.0009902474868116787
